ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
20,Miami,Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3.0,Alcaraz C.,Cilic M.,16,23.0,2414,1785.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.23,4.76,1.24,5.05,1.21,4.45
20,Miami,Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3.0,Fritz T.,Paul T.,13,37.0,2920,1277.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.65,2.4,1.72,2.4,1.67,2.2
20,Miami,Miami Open,2022-03-28,Masters 1000,Outdoor,Hard,3rd Round,3.0,Kecmanovic M.,Korda S.,48,38.0,1056,1269.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.89,2.02,1.9,2.1,1.82,1.98
20,Miami,Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Tsitsipas S.,De Minaur A.,5,28.0,6070,1531.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.41,3.18,1.42,3.21,1.38,3.06
20,Miami,Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3.0,Ruud C.,Norrie C.,8,12.0,3870,3395.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.72,2.26,1.72,2.51,1.63,2.28
20,Miami,Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3.0,Zverev A.,Kokkinakis T.,4,97.0,7025,700.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.23,4.66,1.23,5.03,1.2,4.53
20,Miami,Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3.0,Sinner J.,Kyrgios N.,11,102.0,3474,673.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.62,1.56,2.8,1.56,2.62,1.5
20,Miami,Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3.0,Medvedev D.,Brooksby J.,2,39.0,8410,1195.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.22,4.85,1.23,5.54,1.2,4.64
20,Miami,Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3.0,Cerundolo F.,Tiafoe F.,103,31.0,668,1453.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.2,1.36,3.16,1.41,3.2,1.44,3.01,1.39
20,Miami,Miami Open,2022-03-29,Masters 1000,Outdoor,Hard,4th Round,3.0,Hurkacz H.,Harris L.,10,44.0,3513,1101.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.35,3.53,1.37,3.6,1.33,3.33
20,Miami,Miami Open,2022-03-30,Masters 1000,Outdoor,Hard,4th Round,3.0,Alcaraz C.,Tsitsipas S.,16,5.0,2414,6070.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.53,2.71,1.61,2.71,1.51,2.57
20,Miami,Miami Open,2022-03-30,Masters 1000,Outdoor,Hard,4th Round,3.0,Kecmanovic M.,Fritz T.,48,13.0,1056,2920.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.5,2.74,1.52,2.75,1.57,2.6,1.5
20,Miami,Miami Open,2022-03-30,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Cerundolo F.,Sinner J.,103,11.0,668,3474.0,4.0,1.0,,,,,,,,,0.0,0.0,Retired,5.5,1.14,6.24,1.16,6.24,1.19,5.53,1.15
20,Miami,Miami Open,2022-03-31,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Ruud C.,Zverev A.,8,4.0,3870,7025.0,6.0,3.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,3.4,1.37,3.6,1.38,3.36,1.33
20,Miami,Miami Open,2022-03-31,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Hurkacz H.,Medvedev D.,10,2.0,3513,8410.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.0,1.25,3.82,1.31,4.35,1.31,3.87,1.26
20,Miami,Miami Open,2022-04-01,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Alcaraz C.,Kecmanovic M.,16,48.0,2414,1056.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.16,5.0,1.19,5.38,1.22,5.5,1.17,5.06
20,Miami,Miami Open,2022-04-01,Masters 1000,Outdoor,Hard,Semifinals,3.0,Ruud C.,Cerundolo F.,8,103.0,3870,668.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,6.02,1.19,6.1,1.15,5.44
20,Miami,Miami Open,2022-04-02,Masters 1000,Outdoor,Hard,Semifinals,3.0,Alcaraz C.,Hurkacz H.,16,10.0,2414,3513.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.47,2.89,1.51,2.95,1.45,2.78
20,Miami,Miami Open,2022-04-03,Masters 1000,Outdoor,Hard,The Final,3.0,Alcaraz C.,Ruud C.,16,8.0,2414,3870.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.37,3.38,1.41,3.58,1.34,3.31
21,Houston,U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Thompson J.,Diez S.,83,292.0,785,166.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.5,2.73,1.5,2.88,1.48,2.62
21,Houston,U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Querrey S.,Galan D.E.,114,121.0,610,550.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.78,1.48,2.9,1.54,2.66,1.47
21,Houston,U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Wolf J.J.,Brooksby J.,157,36.0,397,1271.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.75,1.28,3.72,1.31,4.05,1.33,3.57,1.29
21,Houston,U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Krueger M.,Varillas J. P.,161,111.0,383,618.0,5.0,1.0,,,,,,,,,0.0,0.0,Retired,2.75,1.44,3.27,1.37,3.27,1.44,2.92,1.4
21,Houston,U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Johnson S.,Kudla D.,108,81.0,637,795.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.3,1.65,2.34,1.7,2.54,1.62,2.27
21,Houston,U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Brouwer G.,Lopez F.,361,118.0,117,582.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.75,2.16,1.81,2.2,1.72,2.11
21,Houston,U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Kyrgios N.,Mcdonald M.,94,52.0,718,985.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.5,2.72,1.57,2.75,1.48,2.61
21,Houston,U.S. Men's Clay Court Championships,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Paul T.,Gojowczyk P.,34,101.0,1298,686.0,6.0,7.0,7.0,6.0,3.0,2.0,,,,,1.0,1.0,Retired,1.14,5.5,1.16,5.93,1.2,6.3,1.15,5.44
21,Houston,U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,1st Round,3.0,Garin C.,Sock J.,29,138.0,1453,456.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.9,1.9,2.0,1.88,2.1,1.92,1.94,1.84
21,Houston,U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,1st Round,3.0,Cuevas P.,Purcell M.,105,164.0,662,360.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.52,2.65,1.6,2.75,1.5,2.55
21,Houston,U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,1st Round,3.0,Tabilo A.,Harrison C.,100,271.0,690,258.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.27,4.04,1.27,4.5,1.24,3.98
21,Houston,U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,1st Round,3.0,Tiafoe F.,Giron M.,30,53.0,1453,983.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.54,2.61,1.54,2.8,1.48,2.59
21,Houston,U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,2nd Round,3.0,Mmoh M.,Querrey S.,226,114.0,244,610.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.86,1.48,2.88,1.67,2.49,1.53
21,Houston,U.S. Men's Clay Court Championships,2022-04-06,ATP250,Outdoor,Clay,2nd Round,3.0,Kyrgios N.,Paul T.,94,34.0,718,1298.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.68,2.33,1.68,2.4,1.61,2.29
21,Houston,U.S. Men's Clay Court Championships,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Opelka R.,Krueger M.,18,161.0,2225,383.0,3.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.39,3.28,1.41,3.43,1.36,3.1
21,Houston,U.S. Men's Clay Court Championships,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Brouwer G.,Wolf J.J.,361,157.0,117,397.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.61,1.34,3.7,1.4,3.33,1.32
21,Houston,U.S. Men's Clay Court Championships,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Garin C.,Thompson J.,29,83.0,1453,785.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.2,1.43,3.08,1.46,3.3,1.37,3.03
21,Houston,U.S. Men's Clay Court Championships,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Tiafoe F.,Cuevas P.,30,105.0,1453,662.0,5.0,7.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.4,3.0,1.56,2.62,1.56,3.0,1.43,2.78
21,Houston,U.S. Men's Clay Court Championships,2022-04-08,ATP250,Outdoor,Clay,2nd Round,3.0,Fritz T.,Tabilo A.,13,100.0,2920,690.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.88,2.03,1.88,2.37,1.7,2.13
21,Houston,U.S. Men's Clay Court Championships,2022-04-08,ATP250,Outdoor,Clay,2nd Round,3.0,Isner J.,Johnson S.,27,108.0,1556,637.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.2,1.78,2.16,1.78,2.3,1.69,2.15
21,Houston,U.S. Men's Clay Court Championships,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3.0,Opelka R.,Brouwer G.,18,361.0,2225,117.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,4.16,1.32,4.22,1.25,3.88
21,Houston,U.S. Men's Clay Court Championships,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3.0,Kyrgios N.,Mmoh M.,94,226.0,718,244.0,,,,,,,,,,,,,Walkover,1.1,7.0,1.11,7.93,1.14,8.25,1.1,7.09
21,Houston,U.S. Men's Clay Court Championships,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3.0,Garin C.,Fritz T.,29,13.0,1453,2920.0,6.0,2.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,4.02,1.29,4.02,1.36,3.43,1.31
21,Houston,U.S. Men's Clay Court Championships,2022-04-09,ATP250,Outdoor,Clay,Quarterfinals,3.0,Isner J.,Tiafoe F.,27,30.0,1556,1453.0,6.0,4.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.9,1.9,1.92,1.99,2.09,2.01,1.92,1.87
21,Houston,U.S. Men's Clay Court Championships,2022-04-09,ATP250,Outdoor,Clay,Semifinals,3.0,Opelka R.,Kyrgios N.,18,94.0,2225,718.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.68,1.53,2.81,1.59,2.55,1.51
21,Houston,U.S. Men's Clay Court Championships,2022-04-09,ATP250,Outdoor,Clay,Semifinals,3.0,Isner J.,Garin C.,27,29.0,1556,1453.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.81,2.13,1.86,2.16,1.78,2.04
21,Houston,U.S. Men's Clay Court Championships,2022-04-10,ATP250,Outdoor,Clay,The Final,3.0,Opelka R.,Isner J.,18,27.0,2225,1556.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.61,2.47,1.68,2.53,161.0,2.31
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Djere L.,Lehecka J.,55,98.0,971,695.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.54,2.59,1.6,2.75,1.51,2.54
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Taberner C.,Hanfmann Y.,96,113.0,705,611.0,6.0,2.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.8,2.0,1.85,2.04,1.86,2.05,1.8,2.0
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Jaziri M.,Vesely J.,329,69.0,134,860.0,6.0,7.0,6.0,3.0,2.0,0.0,,,,,1.0,1.0,Retired,7.0,1.1,6.93,1.13,7.0,1.22,6.26,1.12
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Musetti L.,Ramos-Vinolas A.,82,33.0,791,1301.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.32,1.67,2.55,1.7,2.23,1.64
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Sousa J.,Delbonis F.,90,35.0,755,1289.0,6.0,2.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.4,3.19,1.4,3.46,1.42,3.07,1.36
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Van De Zandschulp B.,Dellien H.,43,93.0,1131,723.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.68,2.3,1.8,2.32,1.7,2.14
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Gasquet R.,Laaksonen H.,86,87.0,764,762.0,7.0,5.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.37,1.53,2.66,1.6,2.66,1.52,2.51
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Auger-Aliassime F.,Benchetrit E.,9,436.0,3625,86.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.05,12.44,1.05,15.33,1.03,12.49
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Molcan A.,Travaglia S.,65,112.0,893,614.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.56,2.57,1.6,2.65,1.52,2.51
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Coria F.,Davidovich Fokina A.,60,45.0,906,1105.0,7.0,5.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,2.59,1.56,2.75,1.56,2.52,1.52
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Andujar P.,Evans D.,73,26.0,852,1557.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.69,2.28,1.69,2.33,1.64,2.24
22,Marrakech,Grand Prix Hassan II,2022-04-05,ATP250,Outdoor,Clay,1st Round,3.0,Carballes Baena R.,Cecchinato M.,79,97.0,800,698.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.4,3.19,1.4,3.21,1.36,3.07
22,Marrakech,Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,1st Round,3.0,Basic M.,Majchrzak K.,215,76.0,257,818.0,4.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,4.33,1.22,3.99,1.28,4.5,1.28,4.02,1.24
22,Marrakech,Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,1st Round,3.0,Kotov P.,Griekspoor T.,172,56.0,341,964.0,0.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,3.2,1.36,2.95,1.45,3.21,1.48,2.94,1.39
22,Marrakech,Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,1st Round,3.0,Kopriva V.,Zapata Miralles B.,165,123.0,356,540.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.05,1.85,2.25,1.85,2.08,1.75
22,Marrakech,Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,1st Round,3.0,Goffin D.,Dzumhur D.,74,145.0,843,440.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.57,2.55,1.57,2.78,1.49,2.61
22,Marrakech,Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,2nd Round,3.0,Musetti L.,Taberner C.,82,96.0,791,705.0,6.0,1.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.54,2.67,1.6,2.75,1.52,2.49
22,Marrakech,Grand Prix Hassan II,2022-04-06,ATP250,Outdoor,Clay,2nd Round,3.0,Djere L.,Jaziri M.,55,329.0,971,134.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.1,8.83,1.14,8.83,1.09,7.07
22,Marrakech,Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Coria F.,Basic M.,60,215.0,906,257.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.29,3.98,1.33,4.03,1.27,3.71
22,Marrakech,Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Goffin D.,Andujar P.,74,73.0,843,852.0,5.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.61,2.31,1.69,2.4,1.69,2.26,1.63
22,Marrakech,Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Carballes Baena R.,Sousa J.,79,90.0,800,755.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.54,2.66,1.54,2.79,1.48,2.64
22,Marrakech,Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Gasquet R.,Kotov P.,86,172.0,764,341.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.44,3.01,1.55,3.01,1.44,2.74
22,Marrakech,Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Van De Zandschulp B.,Kopriva V.,43,165.0,1131,356.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.09,1.43,3.29,1.38,2.99
22,Marrakech,Grand Prix Hassan II,2022-04-07,ATP250,Outdoor,Clay,2nd Round,3.0,Molcan A.,Auger-Aliassime F.,65,9.0,893,3625.0,6.0,4.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.75,1.28,3.92,1.3,4.4,1.33,3.57,1.29
22,Marrakech,Grand Prix Hassan II,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3.0,Goffin D.,Carballes Baena R.,74,79.0,843,800.0,6.0,7.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,1.66,2.2,1.69,2.31,1.76,2.35,1.67,2.19
22,Marrakech,Grand Prix Hassan II,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3.0,Coria F.,Gasquet R.,60,86.0,906,764.0,6.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.3,1.71,2.28,1.71,2.49,1.63,2.27
22,Marrakech,Grand Prix Hassan II,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3.0,Djere L.,Musetti L.,55,82.0,971,791.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.1,1.82,2.21,1.82,2.08,1.74
22,Marrakech,Grand Prix Hassan II,2022-04-08,ATP250,Outdoor,Clay,Quarterfinals,3.0,Molcan A.,Van De Zandschulp B.,65,43.0,893,1131.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.9,2.04,1.87,2.04,2.1,1.91,1.88
22,Marrakech,Grand Prix Hassan II,2022-04-09,ATP250,Outdoor,Clay,Semifinals,3.0,Goffin D.,Coria F.,74,60.0,843,906.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.75,2.21,1.75,2.35,1.65,2.22
22,Marrakech,Grand Prix Hassan II,2022-04-09,ATP250,Outdoor,Clay,Semifinals,3.0,Molcan A.,Djere L.,65,55.0,893,971.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.48,1.61,2.53,1.74,2.34,1.6
22,Marrakech,Grand Prix Hassan II,2022-04-10,ATP250,Outdoor,Clay,The Final,3.0,Goffin D.,Molcan A.,74,65.0,843,893.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,2.05,1.86,2.1,1.87,1.99,1.81
23,Monte Carlo,Monte Carlo Masters,2022-04-10,Masters 1000,Outdoor,Clay,1st Round,3.0,Davidovich Fokina A.,Giron M.,46,54.0,1095,983.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.53,2.69,1.53,2.9,1.47,2.66
23,Monte Carlo,Monte Carlo Masters,2022-04-10,Masters 1000,Outdoor,Clay,1st Round,3.0,Dimitrov G.,Basilashvili N.,29,20.0,1458,1801.0,6.0,3.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.44,2.75,1.51,2.78,1.52,3.1,1.45,2.73
23,Monte Carlo,Monte Carlo Masters,2022-04-10,Masters 1000,Outdoor,Clay,1st Round,3.0,Fucsovics M.,Harris L.,57,40.0,957,1166.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.5,2.62,1.52,2.72,1.55,2.72,1.5,2.57
23,Monte Carlo,Monte Carlo Masters,2022-04-10,Masters 1000,Outdoor,Clay,1st Round,3.0,Lajovic D.,Krajinovic F.,49,39.0,1056,1171.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.18,1.77,2.33,1.77,2.15,1.69
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Korda S.,Van De Zandschulp B.,42,41.0,1134,1161.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.62,2.45,1.69,2.45,1.61,2.31
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Griekspoor T.,37,58.0,1221,957.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.37,1.53,2.68,1.62,2.73,1.53,2.5
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Fognini F.,Rinderknech A.,32,59.0,1361,948.0,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.49,2.84,1.53,2.88,1.47,2.67
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Schwartzman D.,Khachanov K.,16,24.0,2580,1588.0,6.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.53,2.71,1.57,2.79,1.5,2.57
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Delbonis F.,Munar J.,34,105.0,1279,663.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.5,1.3,3.65,1.33,3.65,1.36,3.44,1.31
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,De Minaur A.,Zapata Miralles B.,25,123.0,1566,535.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.36,3.49,1.36,3.68,1.31,3.38
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Bublik A.,Wawrinka S.,36,236.0,1238,232.0,3.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,1.47,2.92,1.51,2.95,1.43,2.79
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Sinner J.,Coric B.,12,198.0,3054,294.0,6.0,3.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.2,1.4,3.22,1.41,3.42,1.35,3.13
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Carreno Busta P.,Baez S.,19,66.0,2015,893.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,1.5,2.81,1.5,2.97,1.44,2.76
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Hurkacz H.,Dellien H.,14,92.0,2873,723.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,2.93,1.63,3.16,1.41,2.88
23,Monte Carlo,Monte Carlo Masters,2022-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,Cilic M.,Tsonga J.W.,22,254.0,1740,206.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.21,5.21,1.25,5.21,1.21,4.37
23,Monte Carlo,Monte Carlo Masters,2022-04-12,Masters 1000,Outdoor,Clay,1st Round,3.0,Ruusuvuori E.,Otte O.,81,72.0,797,854.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.66,2.38,1.75,2.38,1.65,2.22
